,placa,loc_latitude,loc_longitude,count
269,NFQ7601,7944,9952,1
270,OGS0383,7388,5319,4
271,OIU7306,8553,444,1
272,HNY9829,5303,7658,1
273,NDO5294,7262,8878,1
274,PIM7148,3366,9194,2
275,MSQ8750,3001,5500,1
276,NQO7323,1708,1402,1
277,EOA5466,8112,2056,1
278,OTR6379,9711,2269,2
279,PBN5569,5825,9794,1
280,KRI2307,7134,4709,1
281,HZY7547,8553,444,1
282,HIN1633,9222,5020,1
283,OSR7800,8525,2161,1
284,NSO0732,2403,9277,1
285,OCZ5180,53,5909,1
286,ITM5551,5000,4778,1
287,OFL7137,4400,5106,1
288,ODC8832,2422,8622,1
289,OJG0279,6967,2919,1
290,NNU6941,1708,1402,2
291,POZ0646,4400,5106,3
292,NDQ3564,3720,2859,1
293,KJP8437,6050,6869,1
294,HQY5260,2555,528,1
295,IWD8630,9222,5020,1
296,EII1111,764,6804,1
297,PSM6081,6775,7722,1
298,OYR1018,1708,1402,1
299,HDN8408,9711,2269,1
300,HJR9717,5825,9794,1
301,OSR9627,7134,4709,1
302,HCY0608,224,9684,2
303,OKR2758,7260,9133,1
304,PFW3362,8112,2056,1
305,PBD7969,7944,8369,1
306,ODR4136,2434,2172,1
307,HQQ9757,2403,9277,1
308,OBI9038,9666,833,1
309,OGD2050,3497,6138,2
310,NUQ5132,9711,2269,1
311,BUN9962,3861,7458,1
312,OPR0973,2634,9246,1
313,IRP8359,6000,6194,1
314,OVS5852,7723,5667,1
315,PMM9910,8112,2056,1
316,KKX4823,3344,8755,1
317,ORC8753,9994,982,2
318,NQQ3903,944,1277,1
319,HDY7723,8412,89,1
320,PLW5406,2422,8622,1
321,IIN5209,5010,8083,1
322,OLE8486,4332,2860,1
323,OSR7800,3366,9194,1
324,OPR1796,6072,9488,1
325,HQM5240,2556,2528,1
326,KHK9893,8525,2161,1
327,BXV8843,4400,5106,1
328,PAN9801,3964,8994,1
329,FTN8387,6967,2919,1
330,BIS5493,4608,1990,1
331,OKS7008,4608,1990,1
332,OHQ9261,2556,2528,1
333,BBG5373,8060,4789,1
334,HDW4067,9422,5310,1
335,NVU1753,5500,4917,1
336,HGX4693,7262,8878,1
337,HPX4277,9666,833,1
338,OSR4168,7944,8369,2
339,NMQ9972,1772,1190,1
340,NFY9234,9994,982,1
341,MVD8293,802,2054,3
342,EES6136,5466,1020,1
343,HDX5812,5303,7658,1
344,OIF0917,9994,982,1
345,KHE0787,2964,3758,3
346,OTM0787,944,1277,1
347,IXH3512,6775,7722,1
348,LRQ8988,7210,1962,3
349,KKJ9584,6333,6028,1
350,HHV1659,1412,9134,1
351,HOY7400,5256,7837,1
352,ODM0614,7556,4971,1
353,HDX7588,4738,6727,1
354,OGW4576,4400,5106,1
355,BLN7747,4117,2929,1
356,OCF7777,1000,1194,1
357,OUB8528,3964,8994,1
358,PDM5733,3553,9819,1
359,OPS0903,1412,9134,1
360,PMN8281,1382,4248,1
361,HYY2408,9422,5310,1
362,OTF7202,5332,4583,1
363,OAZ8910,3497,6138,1
364,NUO9615,2434,2172,1
365,LDQ9296,8653,2233,1
366,HKQ6871,7272,1070,1
367,ODC6460,2634,9246,1
368,OKM8231,7134,4709,1
369,BDM7958,8310,2494,1
370,OMP5129,2434,2172,3
371,OFC0361,7944,9952,1
372,HQX8954,8711,2753,1
373,OOR9095,4361,2544,1
374,AOO6950,6967,2919,1
375,ODR4136,9222,1778,1
376,PON7460,7944,8369,1
377,OCT8727,3366,9194,1
378,ODS3233,3944,7554,1
379,HDU2775,7938,8810,1
380,HNY5767,7723,5667,1
381,JJS2839,5610,8083,1
382,OPG8211,8310,2494,1
383,BGM3307,3476,8839,1
384,OIF0917,5466,1020,1
385,HVK6577,3956,2033,1
386,OAT9851,5303,7658,1
387,HDV4047,6842,4782,1
388,HNJ1531,4042,2203,1
389,NMQ7254,5825,9794,1
390,HGU0207,3894,8600,2
391,BKS0504,3344,8755,1
392,PMN8281,3861,7458,1
393,ODG0052,0,9999,2
394,OCI8619,1382,4248,3
395,ODI9167,3944,7554,1
396,MEV3406,8053,4258,1
397,JNR2093,5303,7658,1
398,ODI3248,4111,7000,1
399,OBI9038,5472,7792,1
400,OTC0387,9222,1778,1
401,MHX5187,2967,3581,1
402,KNI5813,944,1277,1
403,NYO7177,4608,1990,1
404,BEM4772,7122,5194,1
405,OLI5596,3944,7554,1
406,PRM0541,1708,1402,1
407,ODM0614,7122,5194,1
408,PFM6271,7944,8369,1
409,OLS4411,7388,5319,1
410,FHN8871,9666,833,1
411,OZP8095,2403,9277,1
412,ANZ1001,9222,1778,1
413,NSO5902,9711,2269,1
414,ODM0614,3944,7554,1
415,NKQ6580,8310,2494,1
416,HCV2970,8256,9058,2
417,OCS6218,722,4300,1
418,BGL1688,6842,4782,1
419,OTR6393,5303,7658,1
420,OOI6394,7938,8810,1
421,BIO9991,9222,5020,1
422,HGU0207,5256,7837,1
423,HOI3290,8053,4258,1
424,PCD8875,7134,4709,1
425,HOY2364,4117,2929,1
426,MSY8569,2556,2528,1
427,ITV0101,9654,4859,1
428,PIW1914,6050,6869,2
429,OAS4481,9222,5020,1
430,NLQ7046,8053,4258,1
431,KFV4278,4316,3639,1
432,BBG5373,4888,6233,1
433,HLV2856,9422,5310,1
434,NDQ3564,7272,1070,1
435,PID8733,7134,4709,1
436,OFQ5537,8310,2494,1
437,NQD7943,4840,9736,1
438,OTR0217,7388,5319,1
439,OII7085,7210,1962,1
440,OOR6123,1444,4721,1
441,NQO7323,312,1961,2
442,OIC1426,5010,8083,1
443,LJO8976,2833,1278,1
444,NZI9948,8188,8761,1
445,ACC1148,2557,2056,1
446,EII9996,8412,89,1
447,NUU1554,7134,4709,2
448,OOF5547,2850,4686,1
449,ONK3808,3976,6305,1
450,OCF7777,1772,1190,1
451,NNU1184,8653,2233,1
452,BIS9898,1000,833,1
453,OLE8486,3553,9819,1
454,OOR9095,9994,982,1
455,NDQ2961,7723,5667,1
456,NIK2446,944,1277,1
457,OEZ7199,1000,1194,1
458,NWQ0722,8310,2494,1
459,AGI4979,7361,6353,1
460,HCY3050,7122,5194,1
461,KUX2026,7272,1070,1
462,PLK6557,8112,2056,1
463,ODM0614,9222,1778,1
464,HPX3366,500,9278,1
465,OAJ6910,3522,1867,1
466,OGI1211,5256,7837,1
467,ODI4122,3861,7458,1
468,HBN6525,1772,1190,1
469,ITS9316,3894,8600,1
470,OOL0333,5666,5667,2
471,NAN8875,2422,8622,1
472,HGU0207,4361,2544,1
473,ENQ8641,7723,5667,1
474,AII1111,822,8808,1
475,ODS1824,1289,9660,1
476,HZD9077,3553,9819,1
477,PAN9801,4111,7000,2
478,OFS9866,1638,6794,1
479,OWR8268,9711,2269,1
480,MOY7910,1000,1194,1
481,HKD9541,1000,833,1
482,OBI9038,4316,3639,1
483,PDM5549,5222,3444,2
484,NQW0512,6072,9488,1
485,OLS1018,4853,8470,1
486,HBN6179,1772,1190,1
487,OEC1519,3497,6138,1
488,PIM0778,5494,8746,1
489,OEC1316,9711,2269,2
490,NDN1742,5825,9794,1
491,ODC3067,7388,5319,2
492,HIX4205,4042,2203,1
493,NSU9889,3944,7554,2
494,OMJ5184,500,9278,1
495,LDC7809,6842,4782,1
496,INP3255,2850,4686,1
497,NUU1554,7812,6182,1
498,KAD6008,4400,5106,1
499,HCY0608,6782,800,2
500,OOI7055,8706,2158,1
501,HID3944,8188,8761,1
502,BWE3600,6000,6194,1
503,OUM6610,4042,2203,1
504,OWP5297,2967,3581,1
505,OLS2179,7122,5194,1
506,LRW5587,6794,1377,1
507,BTR8237,2964,3758,1
508,OVR2198,7361,6353,1
509,HYN9198,9222,1778,1
510,OIC1426,7260,9133,1
511,IPM4453,3944,7554,1
512,MLY3007,4608,1990,1
513,MSD7057,3476,8839,1
514,OLC1293,5825,9794,1
515,MOY7910,7134,4709,1
516,OEC8573,8112,2056,1
517,III1090,5472,7792,1
518,NLO8630,4853,5475,1
519,OGD2050,7272,1070,2
520,PAN9801,6050,6869,1
521,PKN0635,2850,4686,1
522,OXD0767,7134,4709,1
523,FDD6368,5825,9794,1
524,MVD8293,1444,4721,1
525,GPS3662,588,897,1
526,IGH6206,5825,9794,1
527,HDX9577,5500,4917,1
528,OVV9019,5000,4778,1
529,OGC8962,7260,9133,1
530,OAZ0439,8053,4258,1
531,BIS6908,9666,833,1
532,HOY8287,2434,2172,1
533,ORL0746,5825,9794,1
534,ODT2896,4400,5106,1
535,OII2238,6794,1377,1
536,ODS7110,7944,9952,1
537,IIU1002,7428,4378,1
538,IDI7360,2403,9277,2
539,OAH5724,6000,6194,1
540,OLS8841,2833,1278,1
541,PEM7943,7428,4378,1
542,NMU6417,4400,5106,1
543,HTH7754,7272,1070,1
544,HRE1418,9994,982,1
545,HIX5527,9994,982,1
546,MKN3515,8053,4258,1
547,HXU1481,8053,4258,1
548,HXU8643,5500,4917,1
549,BPI4283,6775,7722,1
550,HCY7947,8553,444,1
551,HTY1134,8256,9058,1
552,JUZ4086,2634,9246,1
553,FWM6949,3553,9819,1
554,HPM0838,802,2054,1
555,JTR0943,3497,6138,1
556,HMY3009,2556,2528,1
557,ODI3248,9994,982,1
558,HNV2697,6072,9488,1
559,NUQ3791,7262,8878,1
560,HWW1754,5825,9794,1
561,OVR2709,6072,9488,1
562,PTM2999,2374,6763,1
563,HCY3050,6072,9488,1
564,HDW7729,1772,1190,1
565,ICB0018,8653,2233,3
566,POZ0646,2254,1257,1
567,HVW1619,4111,7000,1
568,OKR5882,2634,9246,2
569,OME2316,1000,8542,1
570,LPS8061,2403,9277,1
571,PAN9801,2434,2172,1
572,HUI2515,8112,2056,1
573,NNU9591,5303,7658,1
574,HPJ4256,3497,6138,1
575,OSB7889,4853,8470,1
576,OMR4945,1772,1190,1
577,IYU8002,9994,982,1
578,ODI7839,9612,8692,1
579,OKR0368,9422,5310,1
580,PLN1809,4316,3639,1
581,OAS4161,2403,9277,1
582,OTT0639,1638,6794,1
583,OXM7542,7556,4971,1
584,KQY8873,2850,4686,1
585,NQO7323,2206,8986,2
586,NDQ2961,7210,1962,1
587,EPO8131,9422,5310,1
588,NUQ7827,53,5909,1
589,III1911,9430,4736,1
590,PHI1493,9222,5020,1
591,NCR5834,9430,4736,1
592,PFM1027,4111,7000,2
593,KRV4731,3553,9819,1
594,GLS2438,3944,7554,1
595,PFM6271,8310,2494,2
596,ONL6710,8310,2494,1
597,JII2132,2967,3581,1
598,HOD2122,1308,9661,1
599,HOY3407,2403,9277,1
600,OUM6610,7272,1070,1
601,PID8963,7088,5806,1
602,ODI3248,4608,1990,1
603,OBC3841,8525,2161,1
604,HIX1374,2964,3758,1
605,NIU8023,9222,1778,1
606,OBG8247,2557,2056,1
607,BIS7118,7428,4378,1
608,ONP2450,2403,9277,1
609,OOI5777,8412,89,1
610,HKV3033,3720,2859,1
611,HIU8896,8711,2753,1
612,OSR5469,2964,3758,1
613,FIN9770,472,5552,1
614,HKU3459,3944,7554,1
615,OME2316,6842,4782,1
616,OLE8486,2964,3758,2
617,OJC7397,224,9684,1
618,OKM8231,7361,6353,1
619,ODC8863,5472,7792,1
620,HJV5548,8188,8761,1
621,IID1111,7944,8369,1
622,ORS5337,1772,1190,1
623,ONS9067,2634,9246,1
624,ODC2404,5303,7658,1
625,HCY3050,2403,9277,1
626,ODI7839,4361,2544,1
627,MEY7085,5825,9794,1
628,OQF7296,1000,833,1
629,OOI5777,6794,1377,1
630,OEC1316,3944,7554,1
631,PWM8734,7428,4378,1
632,KEG9703,4853,8470,1
633,NXJ6172,1772,1190,1
634,HJV5548,7812,6182,1
635,OTF4865,4384,433,1
636,NOO7535,2822,8028,1
637,HDW1399,5466,1020,1
638,ONC9519,5880,8554,1
639,IPU0052,2422,8622,1
640,BIS3483,6794,1377,1
641,HDV5226,5466,1020,1
642,IXJ6188,4384,433,1
643,NYU7457,6775,7722,1
644,AAT0400,802,2054,1
645,NCR5834,2850,4686,1
646,OCC8648,2403,9277,1
647,BDA5885,7122,5194,2
648,HVK7453,7088,5806,1
649,MSD2730,3088,6052,1
650,HSX9694,2850,4686,1
651,OIR9982,9994,982,1
652,NUN3964,5500,4917,1
653,OCI8619,4400,5106,1
654,AOO6950,764,6804,1
655,BNI5596,7122,5194,1
656,NDM8711,8653,2233,1
657,IUN2280,6775,7722,1
658,KVD1443,3553,9819,1
659,HYM1959,8412,89,1
660,OUM6024,7388,5319,1
661,BIS2343,4853,8470,1
662,ODD2172,722,4300,1
663,KDQ4662,3476,8839,1
664,OCZ5180,7944,9952,1
665,OAP8418,7723,5667,1
666,OUG4100,7388,5319,1
667,OKC4853,7134,4709,1
668,HZY2007,4400,5106,1
669,MVD8293,7723,5667,1
670,NMO3119,2850,4686,1
671,HWF6993,7944,9952,1
672,BIS4273,53,5909,1
673,NPQ7574,8112,2056,1
674,MXU5333,3416,1233,1
675,OZH2189,8653,2233,2
676,OOI5777,1289,9660,1
677,ACC1148,4853,8470,1
678,ORS1609,9711,2269,1
679,OYR6624,7134,4709,1
680,MIW1112,8666,3860,1
681,PDM4462,8525,2161,1
682,OTF0868,6072,9488,1
683,HDX2776,132,5022,1
684,HDG9391,461,4253,1
685,OFO3795,5500,4917,1
686,ONR1238,7210,1962,1
687,OUM0479,6782,800,1
688,NOU4936,6775,7722,1
689,OAP8418,6794,1377,1
690,HBY4720,2967,3581,2
691,POZ0646,4117,2929,1
692,HGW4641,1412,9134,1
693,OBG5249,461,4253,1
694,OQC5882,4400,5106,1
695,PDM2081,2254,1257,1
696,OGW4576,7428,4378,1
697,BVV2948,7361,6353,1
698,HBY5919,944,1277,1
699,HDG9391,472,5552,1
700,OTF9140,1412,9134,1
701,IXH1244,7428,4378,1
702,ODR2724,7944,8369,1
703,OSR3971,3500,6325,1
704,POZ0646,3522,1867,2
705,OAI4776,500,9278,1
706,OBI9038,9422,5310,1
707,OQS7526,9222,5020,1
708,MSD2730,8053,4258,1
709,ODI3248,1412,9134,1
710,MDY8551,8310,2494,2
711,OZH2189,2403,9277,1
712,PBO6344,2967,3581,2
713,OLS8841,224,9684,1
714,HCW2650,764,6804,1
715,OUM7872,9222,1778,1
716,NRQ6210,7272,1070,1
717,LOO5030,4384,433,1
718,IID1111,7944,9952,1
719,NDD7864,2403,9277,1
720,NQO7323,6638,2170,1
721,OCT4347,1308,9661,1
722,OMS2491,2634,9246,1
723,NQO7323,5388,4097,3
724,OIA7584,2403,9277,1
725,OFS9866,4853,5475,1
726,IHS7865,9222,1778,1
727,PDM4462,1444,4721,1
728,III1811,2822,7000,1
729,OGC6589,6072,9488,2
730,OIT0004,1708,1402,1
731,PDN0957,8112,2056,1
732,OFL7137,2254,1257,4
733,OCF7777,132,5022,1
734,ECU3887,3344,8755,1
735,OTR3701,5328,2522,1
736,NDT9787,9654,4859,1
737,NBV5219,7272,1070,1
738,JVP1084,8525,2161,1
739,AFV0612,972,983,1
740,HIX4226,7210,1962,1
741,OLS8841,8112,2056,1
742,HDD8900,8084,6972,1
743,III1811,4738,6727,1
744,BRN5401,1382,4248,1
745,GES8623,6072,9488,1
746,HKX6110,1412,9134,1
747,OXH7780,6967,2919,1
748,OSF1692,7262,8878,1
749,PEI6999,2555,528,1
750,OCS2358,2374,6763,1
751,IKI6243,9654,4859,1
752,NOO7535,2822,7000,1
753,NIQ5673,8525,2161,1
754,HLU9528,2634,9246,1
755,BLM4526,500,9278,1
756,JAZ2285,2850,4686,1
757,OZI4070,3366,9194,1
758,OCM3316,9654,4859,1
759,BNS8061,5494,8746,1
760,ORS1609,2967,3581,1
761,OCZ5180,1412,9134,1
762,FFM9999,3522,1867,2
763,PDN0957,224,9684,1
764,OFE0078,7944,8369,1
765,OXR7051,1289,9660,1
766,ODC3134,8525,2161,1
767,FSF0877,3944,7554,1
768,NID5468,4162,7589,1
769,BIS0584,7388,5319,1
770,BMI4399,5825,9794,1
771,HJV5548,5256,7837,1
772,AKY2309,4316,3639,1
773,HDX9066,1772,1190,1
774,NQD7943,961,914,1
775,OKH3376,4608,1990,1
776,KDL7666,6967,2919,1
777,PDD8323,1000,1194,1
778,OOR1533,7944,8369,1
779,OUU0715,7262,8878,1
780,NQD7943,3944,7554,1
781,OME2316,3861,7458,2
782,IIN6112,8188,8761,1
783,OVS5852,5303,7658,1
784,NTQ5903,7262,8878,1
785,OCF7777,7556,4971,1
786,ODD4689,0,0,1
787,OEZ7199,9222,1778,1
788,OAF0538,2967,3581,1
789,OOR9118,9666,833,1
790,OYH1320,5825,9794,1
791,OLE8486,3538,70,1
792,OAF0538,472,5552,1
793,OSS4843,461,4253,1
794,OYR1349,4856,2400,1
795,PDM5369,3476,8839,1
796,HXX3615,3944,7554,1
797,ONL6710,3964,8994,1
798,OIA7584,8553,444,1
799,OEG4058,1000,1194,1
800,ICN5010,1000,833,1
801,IER6881,1444,4721,1
802,MAR1107,3964,8994,1
803,HAZ7144,4117,2929,1
804,MEN5017,8053,4258,1
805,OBI9038,9222,5020,1
806,OMK4914,2556,2528,1
807,OAJ6910,802,2054,1
808,PXM1009,7944,8369,2
809,OAZ0439,6166,4305,1
810,OAF0538,461,4253,1
811,HJV5548,4361,2544,1
812,GJS6056,4853,5475,1
813,BUN9962,1289,9660,1
814,LJO2367,9422,5310,1
815,HOI0848,9222,1778,1
816,ODI2618,9422,5310,1
817,PWD7700,7122,5194,1
818,HQU7432,9422,5310,1
819,HJM0361,9222,5020,1
820,IID1111,5256,7837,1
821,OSS3726,9994,982,1
822,ONR6651,5825,9794,1
823,PIM7148,4400,5106,1
824,BIS6473,6782,800,1
825,OSS4168,4608,1990,1
826,HDX1655,6072,9488,1
827,PID8733,5500,4917,1
828,PFN0195,2964,3758,1
829,BAN4860,2555,528,1
830,OFL7137,4082,6528,1
831,BSS6950,9988,1800,1
832,OBN7444,4608,1990,1
833,POZ0646,2634,9246,1
834,HKX5444,7122,5194,1
835,NXQ2533,7134,4709,1
836,LQD8606,7134,4709,1
837,OYK9655,8525,2161,1
838,OKS8740,4244,7253,1
839,NQU3645,2850,4686,1
840,HDV8185,7272,1070,1
841,HDU2415,1000,1194,1
842,NDM8711,53,5909,1
843,BPM5790,9711,2269,1
844,BOI1187,4738,6727,1
845,IGO1499,5466,1020,1
846,HDY5458,7272,1070,1
847,OUM7872,972,983,1
848,OQF4653,3522,1867,2
849,OIY0998,7944,8369,1
850,HMV9588,3976,6305,1
851,HHV1471,4853,8470,1
852,NXD9221,8711,2753,1
853,OLS2179,9266,2925,1
854,NKQ3994,4400,5106,1
855,BFM0858,6775,7722,1
856,PMW1153,3344,8755,1
857,ODS2349,2964,3758,1
858,OBM3377,2434,2172,1
859,ODV9722,7388,5319,1
860,PRN0070,5472,7792,1
861,FQN7770,3497,6138,1
862,HYI2091,9994,982,1
863,PGA9555,1638,6794,1
864,OBT9685,5825,9794,1
865,HRD0533,6782,800,1
866,ACC1148,722,4300,2
867,HGY9057,7210,1962,1
868,OOC4562,7556,4971,1
869,FSI1111,472,5552,1
870,ODI9032,8053,4258,1
871,JDW3565,5000,4778,2
872,OIU7306,6050,6869,1
873,KOE3572,7361,6353,1
874,AAB8325,1708,1402,1
875,OTM0787,2850,4686,1
876,PDM2081,3538,70,1
877,HCX3080,1772,1190,1
878,OGD2050,802,2054,2
879,OCF7777,9222,1778,1
880,OAS1690,2964,3758,1
881,NPQ7574,6782,800,1
882,MGA1133,5328,2522,1
883,HCY3050,5825,9794,3
884,PAK3725,3538,70,1
885,NQD7943,4204,725,1
886,HZX8812,4853,8470,2
887,PCW2738,9711,2269,1
888,OPE9898,2967,3581,1
889,ONL6710,6072,9488,1
890,AIZ5756,7122,5194,1
891,ORS1609,1000,833,1
892,HZY6288,1708,1402,1
893,BSR0158,1382,4248,1
894,HJL5315,8310,2494,1
895,ORJ1224,9666,833,1
896,NDH5798,7361,6353,1
897,OUR6890,500,9278,1
898,OHM9673,2434,2172,1
899,HOX6057,9654,4859,2
900,HPX3745,7134,4709,1
901,OBG5249,5500,4917,2
902,PLD8020,4738,6727,1
903,OBD0697,4738,6727,1
904,HRO4511,2612,6611,1
905,NIN2323,7122,5194,1
906,HNY5593,3976,6305,1
907,FOZ3679,2964,3758,1
908,ODC2310,2964,3758,1
909,MKY4156,1000,1194,1
910,HDM2911,5010,8083,1
911,KMY2225,9222,5020,1
912,HVY5597,5466,1020,1
913,IID1111,4608,1990,1
914,NDO5294,7088,5806,1
915,HJM9543,7944,9952,2
916,OUG4100,7272,1070,1
917,PTM9312,1412,9134,1
918,ATB2277,5472,7792,1
919,HNY9829,8711,2753,1
920,KBH3198,3976,6305,2
921,OAJ6910,1308,9661,1
922,HCY3050,8310,2494,1
923,OUQ9455,764,6804,1
924,OEZ7199,224,9684,2
925,OPS3596,3944,7554,1
926,OCI2513,2967,3581,1
927,IRN7018,9711,2269,1
928,HDX2776,3944,7554,1
929,OIU7306,2434,2172,1
930,JTK9500,7361,6353,1
931,HYY0220,7556,4971,1
932,NBY7230,1708,1402,1
933,PDM4462,3500,6325,1
934,ONJ4248,1412,9134,1
935,HIV3309,3976,6305,1
936,PRM0541,9422,5310,1
937,OET1613,4332,2860,1
938,HDX5812,8412,89,1
939,HBM6464,9422,5310,1
940,NLO4195,7260,9133,1
941,OEP3549,6000,6194,1
942,HOX1190,5610,8083,1
943,OBI9038,9430,4736,1
944,OTR6379,2422,8622,1
945,HBX0200,4316,3639,1
946,FRO1411,3366,9194,1
947,OIU7306,7122,5194,1
948,KIH9009,1772,1190,1
949,HYY6313,1289,9660,1
950,AKU3300,7122,5194,1
951,OAJ6910,3476,8839,1
952,EHL7597,4117,2929,1
953,NYQ2604,8653,2233,1
954,HOU2084,4162,7589,1
955,NOQ5002,5825,9794,1
956,PSM8225,9654,4859,1
957,NDU2542,7272,1070,1
958,OXR7051,8412,89,1
959,NBI8617,6072,9488,1
960,BGL1688,7428,4378,1
961,PAD6046,7460,8240,1
962,OAL1471,2403,9277,1
963,ORS6884,638,3103,1
964,NQO7323,1688,7419,3
965,PND6560,6842,4782,1
966,OKM8231,6072,9488,1
967,NNO3239,9612,8692,1
968,KDQ3848,3976,6305,1
969,HNN9835,4162,7589,1
970,OAF0538,7361,6353,2
971,HGU0207,2967,3581,1
972,HGW6857,7944,8369,1
973,OUM6610,802,2054,1
974,NCR5786,7122,5194,1
975,PJM5681,802,2054,1
976,POZ0646,7122,5194,2
977,BGL1688,8310,2494,1
978,ACC1148,4608,1990,1
979,NSO8167,1382,4248,1
980,AOO6950,3976,6305,1
981,PNW0238,2964,3758,1
982,OEG4058,7272,1070,1
983,OIR4606,3720,2859,1
984,OUM6024,8310,2494,1
985,HGU0207,5332,4583,1
986,ODR2724,3538,70,1
987,HDX5812,9654,4859,1
988,OKM8231,4082,6528,1
989,HPM7579,1412,9134,1
990,OSR4168,9666,833,1
991,PBN6376,1412,9134,1
992,IEM7482,3497,6138,1
993,OFI4830,2964,3758,1
994,HCV2970,1444,4721,1
995,NAD5653,500,9278,1
996,JYR5630,1932,8329,1
997,NUU1554,2672,342,1
998,ODR4136,4162,7589,1
999,AAB8325,500,9278,1
1000,HFW0874,5494,8746,1
1001,HIX7495,7428,4378,1
1002,OBI9038,472,5552,3
1003,PMM4982,2850,4686,1
1004,OSC8855,1113,8750,1
1005,OKF7918,6050,6869,1
1006,NQO7323,961,914,1
1007,HQW5183,4738,6727,1
1008,FZN6919,3476,8839,1
1009,OBD9058,9666,833,1
1010,OBT5344,1638,6794,1
1011,MMU0282,2434,2172,1
1012,IZO5133,5466,1020,1
1013,KYH9416,7938,8810,1
1014,HOU2084,53,5909,2
1015,OAT1693,6072,9488,1
1016,HYM1959,53,5909,1
1017,OQU0489,2434,2172,1
1018,PAU7925,8525,2161,1
1019,NTQ9198,8525,2161,1
1020,PGM1790,3184,9714,2
1021,HPX3745,3861,7458,2
1022,PFM6271,8525,2161,1
1023,NQD7943,1528,50,2
1024,NZG6164,8310,2494,1
1025,HMY9024,6050,6869,1
1026,HDX9828,4738,6727,1
1027,PMM4178,2964,3758,1
1028,OQC7155,6050,6869,1
1029,HPX3745,2850,4686,1
1030,PID1280,1708,1402,1
1031,JDW3565,3976,6305,1
